,Airline,Total_Stops,Price,j_month,j_date,a_total_min,d_total_min,dur_min,dur_hour,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,s_Banglore,s_Chennai,s_Delhi,s_Kolkata,s_Mumbai
5836,7,1,14629,3,21,1130,450,20,11,0,1,0,0,0,0,0,0,1,0,0
5837,3,1,6093,4,9,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
5838,6,3,15419,6,12,90,695,55,13,0,1,0,0,0,0,0,0,1,0,0
5839,1,2,13484,5,21,825,1010,55,20,1,0,0,0,0,0,0,0,0,1,0
5840,1,1,8372,5,18,460,1260,40,10,0,1,0,0,0,0,0,0,1,0,0
5841,1,2,8534,3,15,680,495,5,27,0,0,0,0,0,1,1,0,0,0,0
5842,4,0,4030,5,15,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
5843,4,2,13292,6,24,265,575,50,18,0,1,0,0,0,0,0,0,1,0,0
5844,4,2,13014,6,24,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
5845,1,1,16754,3,9,1155,480,15,11,0,1,0,0,0,0,0,0,1,0,0
5846,3,0,6565,3,1,1195,1035,40,2,1,0,0,0,0,0,0,0,0,1,0
5847,4,1,16079,5,27,1140,1370,10,20,0,1,0,0,0,0,0,0,1,0,0
5848,4,2,11507,5,9,755,1285,10,15,0,1,0,0,0,0,0,0,1,0,0
5849,10,1,12395,3,6,565,450,55,25,0,0,0,1,0,0,0,0,0,0,1
5850,3,1,22153,3,1,35,1175,0,5,0,0,0,0,0,1,1,0,0,0,0
5851,4,2,10919,6,27,755,405,50,29,0,1,0,0,0,0,0,0,1,0,0
5852,4,1,13759,3,24,285,1270,35,7,1,0,0,0,0,0,0,0,0,1,0
5853,1,0,6094,4,18,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
5854,1,2,11542,5,21,825,565,20,28,1,0,0,0,0,0,0,0,0,1,0
5855,4,2,13376,6,9,265,405,40,21,0,1,0,0,0,0,0,0,1,0,0
5856,4,1,25735,3,1,625,700,45,22,0,0,0,0,0,1,1,0,0,0,0
5857,4,1,17471,3,6,1380,1370,10,24,0,0,0,0,0,1,1,0,0,0,0
5858,4,1,10844,6,9,1415,990,5,7,1,0,0,0,0,0,0,0,0,1,0
5859,1,1,8372,6,3,460,1140,40,12,0,1,0,0,0,0,0,0,1,0,0
5860,3,0,3858,6,15,840,695,25,2,0,0,0,0,1,0,0,1,0,0,0
5861,3,0,5694,3,15,255,90,45,2,0,0,0,0,0,1,1,0,0,0,0
5862,4,1,17234,3,3,1130,1095,35,24,0,1,0,0,0,0,0,0,1,0,0
5863,4,2,11546,4,9,265,565,0,19,0,1,0,0,0,0,0,0,1,0,0
5864,10,0,8028,3,3,580,420,40,2,0,0,0,0,0,1,1,0,0,0,0
5865,4,0,8016,6,15,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
5866,1,1,10413,5,24,1225,1230,55,23,1,0,0,0,0,0,0,0,0,1,0
5867,1,2,11948,3,12,1330,665,5,11,0,0,0,0,0,1,1,0,0,0,0
5868,4,0,3205,4,1,710,620,30,1,0,0,0,1,0,0,0,0,0,0,1
5869,3,0,4423,5,18,950,780,50,2,0,0,1,0,0,0,1,0,0,0,0
5870,10,0,4878,3,24,580,420,40,2,0,0,0,0,0,1,1,0,0,0,0
5871,3,1,5912,4,15,1335,1025,10,5,0,1,0,0,0,0,0,0,1,0,0
5872,1,2,11411,5,12,535,350,5,27,1,0,0,0,0,0,0,0,0,1,0
5873,6,1,7618,6,24,1260,420,0,14,0,1,0,0,0,0,0,0,1,0,0
5874,4,0,7229,4,12,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
5875,3,1,6147,6,27,1200,910,50,4,0,1,0,0,0,0,0,0,1,0,0
5876,4,2,14237,6,15,265,1105,0,10,0,1,0,0,0,0,0,0,1,0,0
5877,3,1,6101,3,21,820,465,55,5,0,1,0,0,0,0,0,0,1,0,0
5878,1,2,12324,5,21,335,1010,45,12,1,0,0,0,0,0,0,0,0,1,0
5879,10,1,18387,3,1,1315,400,15,15,0,0,0,0,0,1,1,0,0,0,0
5880,4,1,10262,6,3,265,960,25,12,0,1,0,0,0,0,0,0,1,0,0
5881,4,1,10262,6,15,1140,540,0,10,0,1,0,0,0,0,0,0,1,0,0
5882,4,0,7229,4,21,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
5883,0,0,3807,6,27,80,1370,30,2,1,0,0,0,0,0,0,0,0,1,0
5884,6,1,7695,3,21,95,915,20,10,0,1,0,0,0,0,0,0,1,0,0
5885,1,2,12723,5,18,535,350,5,27,1,0,0,0,0,0,0,0,0,1,0
5886,8,0,2175,5,15,885,795,30,1,0,0,0,1,0,0,0,0,0,0,1
5887,3,1,6628,5,27,90,555,15,16,0,1,0,0,0,0,0,0,1,0,0
5888,4,2,13376,6,12,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
5889,3,0,4148,3,27,1065,910,35,2,1,0,0,0,0,0,0,0,0,1,0
5890,4,2,9254,3,27,265,325,0,23,0,1,0,0,0,0,0,0,1,0,0
5891,4,0,8016,6,24,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
5892,4,0,4030,5,1,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
5893,4,0,5198,5,12,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
5894,0,0,4409,4,15,1345,1195,30,2,1,0,0,0,0,0,0,0,0,1,0
5895,1,0,10082,3,1,925,835,30,1,0,0,0,1,0,0,0,0,0,0,1
5896,4,1,9663,5,18,605,845,0,20,1,0,0,0,0,0,0,0,0,1,0
5897,8,0,3971,4,3,515,355,40,2,0,0,1,0,0,0,1,0,0,0,0
5898,3,0,6297,3,15,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
5899,8,0,3573,5,9,515,355,40,2,0,0,1,0,0,0,1,0,0,0,0
5900,4,1,10844,5,21,1355,845,30,8,1,0,0,0,0,0,0,0,0,1,0
5901,3,0,4423,4,27,530,365,45,2,0,0,1,0,0,0,1,0,0,0,0
5902,4,1,19225,3,6,1280,845,15,7,0,0,0,0,0,1,1,0,0,0,0
5903,3,0,6297,3,12,30,1325,25,2,0,0,0,0,1,0,0,1,0,0,0
5904,8,0,3849,3,6,40,1340,20,2,1,0,0,0,0,0,0,0,0,1,0
5905,6,1,15078,3,6,930,480,30,7,0,1,0,0,0,0,0,0,1,0,0
5906,3,1,4205,5,12,1425,1160,25,4,1,0,0,0,0,0,0,0,0,1,0
5907,1,0,5228,5,27,970,800,50,2,0,0,1,0,0,0,1,0,0,0,0
5908,6,1,7408,6,6,1260,420,0,14,0,1,0,0,0,0,0,0,1,0,0
5909,4,0,7229,6,9,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
5910,4,2,10919,6,15,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
5911,4,0,4544,5,1,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
5912,4,1,6540,3,21,265,480,25,20,0,1,0,0,0,0,0,0,1,0,0
5913,4,2,9483,3,21,1130,1150,40,23,0,1,0,0,0,0,0,0,1,0,0
5914,4,1,16079,5,21,1140,600,0,9,0,1,0,0,0,0,0,0,1,0,0
5915,6,1,13377,6,1,90,1095,15,7,0,1,0,0,0,0,0,0,1,0,0
5916,3,0,4823,6,3,1310,1135,55,2,0,0,1,0,0,0,1,0,0,0,0
5917,4,1,14151,5,15,655,1020,55,17,1,0,0,0,0,0,0,0,0,1,0
5918,2,1,6095,5,9,465,1410,15,8,1,0,0,0,0,0,0,0,0,1,0
5919,1,1,12029,5,27,1155,600,15,9,0,1,0,0,0,0,0,0,1,0,0
5920,1,1,4437,4,6,665,1140,5,16,1,0,0,0,0,0,0,0,0,1,0
5921,3,0,3419,6,27,255,90,45,2,0,0,1,0,0,0,1,0,0,0,0
5922,3,0,3943,4,1,780,610,50,2,0,0,1,0,0,0,1,0,0,0,0
5923,6,1,13542,3,21,95,840,35,11,0,1,0,0,0,0,0,0,1,0,0
5924,1,1,7174,6,27,1380,1060,20,5,0,1,0,0,0,0,0,0,1,0,0
5925,3,0,7417,3,9,635,550,25,1,0,0,0,1,0,0,0,0,0,0,1
5926,4,2,16704,5,9,265,805,0,15,0,1,0,0,0,0,0,0,1,0,0
5927,1,0,4435,3,18,1400,1245,35,2,1,0,0,0,0,0,0,0,0,1,0
5928,1,2,11432,5,21,335,565,10,20,1,0,0,0,0,0,0,0,0,1,0
5929,0,0,3383,6,21,165,1435,50,2,0,0,1,0,0,0,1,0,0,0,0
5930,3,0,4804,4,21,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
5931,0,0,3383,5,27,465,295,50,2,0,0,1,0,0,0,1,0,0,0,0
5932,3,1,6991,5,24,1230,910,20,5,1,0,0,0,0,0,0,0,0,1,0
5933,1,2,10441,5,9,1155,300,15,38,0,1,0,0,0,0,0,0,1,0,0
5934,3,1,5073,3,21,720,455,25,4,0,1,0,0,0,0,0,0,1,0,0
5935,6,1,7695,3,21,95,620,15,15,0,1,0,0,0,0,0,0,1,0,0
5936,1,1,7480,5,24,565,1240,45,12,0,1,0,0,0,0,0,0,1,0,0
5937,4,1,10262,6,9,755,690,5,25,0,1,0,0,0,0,0,0,1,0,0
5938,4,1,13817,3,12,685,1375,30,12,0,0,0,0,0,1,1,0,0,0,0
5939,4,1,13067,5,21,1150,575,35,9,1,0,0,0,0,0,0,0,0,1,0
5940,8,0,1965,6,6,885,795,30,1,0,0,0,1,0,0,0,0,0,0,1
5941,3,1,6674,6,6,970,410,20,9,0,1,0,0,0,0,0,0,1,0,0
5942,1,2,16172,3,12,1015,305,50,11,0,0,0,1,0,0,0,0,0,0,1
5943,6,1,7268,6,24,1155,770,25,6,0,1,0,0,0,0,0,0,1,0,0
5944,4,1,17524,3,15,735,420,15,5,0,0,0,0,0,1,1,0,0,0,0
5945,6,1,7888,5,21,90,1080,30,7,0,1,0,0,0,0,0,0,1,0,0
5946,3,0,2754,6,6,1235,1145,30,1,0,0,0,1,0,0,0,0,0,0,1
5947,1,3,10573,3,3,1435,720,55,11,0,0,0,0,0,1,1,0,0,0,0
5948,6,1,11789,6,9,1140,700,20,7,0,1,0,0,0,0,0,0,1,0,0
5949,4,1,13067,5,6,1150,1225,45,22,1,0,0,0,0,0,0,0,0,1,0
5950,3,0,4238,3,24,205,40,45,2,0,0,0,0,0,1,1,0,0,0,0
5951,6,1,9794,5,21,1140,450,30,11,0,1,0,0,0,0,0,0,1,0,0
5952,1,2,7615,3,21,565,425,20,26,0,1,0,0,0,0,0,0,1,0,0
5953,4,2,11664,3,21,265,620,5,42,0,1,0,0,0,0,0,0,1,0,0
5954,4,1,7064,4,1,1190,390,20,13,1,0,0,0,0,0,0,0,0,1,0
5955,3,1,3809,4,15,1425,1160,25,4,1,0,0,0,0,0,0,0,0,1,0
5956,8,0,3841,6,18,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
5957,6,1,6795,5,27,90,700,50,13,0,1,0,0,0,0,0,0,1,0,0
5958,3,1,4565,4,24,1205,915,50,4,1,0,0,0,0,0,0,0,0,1,0
5959,3,1,12351,3,9,95,1115,0,7,0,1,0,0,0,0,0,0,1,0,0
5960,3,0,5021,3,18,20,1265,15,3,0,1,0,0,0,0,0,0,1,0,0
5961,1,2,10467,5,21,565,785,20,20,0,1,0,0,0,0,0,0,1,0,0
5962,1,0,6121,4,15,1185,1020,45,2,0,0,1,0,0,0,1,0,0,0,0
5963,8,0,6300,3,15,1205,1065,20,2,0,0,0,0,1,0,0,1,0,0,0
5964,0,0,10715,3,1,520,350,50,2,0,0,0,0,0,1,1,0,0,0,0
5965,1,0,5510,5,24,1005,855,30,2,1,0,0,0,0,0,0,0,0,1,0
5966,4,0,6144,5,3,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
5967,4,2,19329,3,6,1185,1150,35,24,0,1,0,0,0,0,0,0,1,0,0
5968,1,2,13253,3,6,1165,765,40,30,0,0,0,1,0,0,0,0,0,0,1
5969,4,1,13941,5,12,1190,390,20,13,1,0,0,0,0,0,0,0,0,1,0
5970,3,0,4488,4,1,1375,1220,35,2,1,0,0,0,0,0,0,0,0,1,0
5971,8,0,3841,6,3,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
5972,6,1,7575,5,15,1155,685,50,7,0,1,0,0,0,0,0,0,1,0,0
5973,1,2,9968,5,27,1155,1000,35,26,0,1,0,0,0,0,0,0,1,0,0
5974,4,2,15129,5,9,1140,805,35,29,0,1,0,0,0,0,0,0,1,0,0
5975,3,1,4864,5,6,760,430,30,5,1,0,0,0,0,0,0,0,0,1,0
5976,1,1,7480,6,3,565,1040,5,16,0,1,0,0,0,0,0,0,1,0,0
5977,6,1,15867,3,6,1130,420,50,11,0,1,0,0,0,0,0,0,1,0,0
5978,4,1,13067,5,21,1325,575,30,12,1,0,0,0,0,0,0,0,0,1,0
5979,1,1,8366,5,9,475,1010,5,15,1,0,0,0,0,0,0,0,0,1,0
5980,1,2,21571,3,3,1155,775,20,30,0,1,0,0,0,0,0,0,1,0,0
5981,0,0,4282,5,12,465,295,50,2,0,0,1,0,0,0,1,0,0,0,0
5982,1,2,13591,5,9,1155,1015,20,26,0,1,0,0,0,0,0,0,1,0,0
5983,10,1,7927,4,1,1405,1220,5,27,1,0,0,0,0,0,0,0,0,1,0
5984,4,1,14714,6,3,1140,900,0,28,0,1,0,0,0,0,0,0,1,0,0
5985,4,1,11087,3,12,970,1135,15,21,0,0,0,0,0,1,1,0,0,0,0
5986,1,1,28322,3,1,460,240,40,27,0,1,0,0,0,0,0,0,1,0,0
5987,4,1,9314,5,1,1150,1020,10,26,1,0,0,0,0,0,0,0,0,1,0
5988,3,1,7060,6,9,1200,910,50,4,0,1,0,0,0,0,0,0,1,0,0
5989,3,0,7900,3,1,840,695,25,2,0,0,0,0,1,0,0,1,0,0,0
5990,4,0,5678,6,24,260,175,25,1,0,0,0,1,0,0,0,0,0,0,1
5991,3,1,4860,4,24,10,1175,35,4,1,0,0,0,0,0,0,0,0,1,0
5992,8,0,2017,5,1,435,345,30,1,0,0,0,1,0,0,0,0,0,0,1
5993,3,1,5069,6,12,780,490,50,4,1,0,0,0,0,0,0,0,0,1,0
5994,10,1,9397,6,9,645,430,35,27,1,0,0,0,0,0,0,0,0,1,0
5995,3,1,5073,4,6,935,635,0,5,0,1,0,0,0,0,0,0,1,0,0
5996,1,3,15145,3,24,1395,355,20,17,1,0,0,0,0,0,0,0,0,1,0
5997,6,1,8099,6,24,1155,555,0,10,0,1,0,0,0,0,0,0,1,0,0
5998,1,1,14594,3,6,1190,710,0,8,0,0,0,0,0,1,1,0,0,0,0
5999,3,0,4729,3,27,1055,870,5,3,0,1,0,0,0,0,0,0,1,0,0
6000,3,0,4804,5,21,50,1335,35,2,1,0,0,0,0,0,0,0,0,1,0
6001,4,2,19644,5,27,1140,700,20,7,0,1,0,0,0,0,0,0,1,0,0
6002,1,2,8656,3,27,1155,1185,30,23,0,1,0,0,0,0,0,0,1,0,0
6003,4,2,13014,6,9,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
6004,3,1,6442,3,27,970,400,30,9,0,1,0,0,0,0,0,0,1,0,0
6005,4,1,12373,5,9,755,780,35,23,0,1,0,0,0,0,0,0,1,0,0
6006,4,1,10539,6,6,865,575,50,28,1,0,0,0,0,0,0,0,0,1,0
6007,4,1,10844,5,21,560,1200,20,13,1,0,0,0,0,0,0,0,0,1,0
6008,10,1,8452,6,6,545,1020,5,16,1,0,0,0,0,0,0,0,0,1,0
6009,3,1,7144,5,18,1350,515,55,13,0,1,0,0,0,0,0,0,1,0,0
6010,8,0,5126,3,9,1400,1230,50,2,0,0,0,0,0,1,1,0,0,0,0
6011,6,1,6795,6,12,90,1140,30,6,0,1,0,0,0,0,0,0,1,0,0
6012,4,1,8586,5,12,605,1270,55,12,1,0,0,0,0,0,0,0,0,1,0
6013,8,0,4439,5,18,685,540,25,2,1,0,0,0,0,0,0,0,0,1,0
6014,8,0,6205,3,15,750,575,55,2,0,0,0,0,0,1,1,0,0,0,0
6015,3,0,4284,5,6,205,30,55,2,0,0,1,0,0,0,1,0,0,0,0
6016,4,1,14571,6,6,1415,990,5,7,1,0,0,0,0,0,0,0,0,1,0
6017,0,0,3807,4,6,1345,1195,30,2,1,0,0,0,0,0,0,0,0,1,0
6018,8,0,3850,3,6,575,415,40,2,1,0,0,0,0,0,0,0,0,1,0
6019,8,1,8479,5,18,1130,695,15,7,1,0,0,0,0,0,0,0,0,1,0
6020,6,1,8073,5,18,1260,540,0,12,0,1,0,0,0,0,0,0,1,0,0
6021,3,0,3943,6,1,950,780,50,2,0,0,1,0,0,0,1,0,0,0,0
6022,3,0,4332,5,9,840,695,25,2,0,0,0,0,1,0,0,1,0,0,0
6023,8,0,4174,4,27,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
6024,1,1,14594,3,1,535,710,5,21,0,0,0,0,0,1,1,0,0,0,0
6025,4,2,11507,6,3,1140,330,30,13,0,1,0,0,0,0,0,0,1,0,0
6026,6,1,6093,6,15,1350,430,20,15,0,1,0,0,0,0,0,0,1,0,0
6027,3,0,8033,3,24,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
6028,3,0,4823,6,27,1195,1015,0,3,0,0,1,0,0,0,1,0,0,0,0
6029,4,2,13292,6,3,755,1285,10,15,0,1,0,0,0,0,0,0,1,0,0
6030,6,1,9526,6,15,1155,700,35,7,0,1,0,0,0,0,0,0,1,0,0
6031,8,0,3815,3,21,40,1340,20,2,1,0,0,0,0,0,0,0,0,1,0
6032,3,0,3597,6,27,935,795,20,2,0,0,0,0,1,0,0,1,0,0,0
6033,4,2,13376,6,15,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
6034,8,0,2017,5,9,435,345,30,1,0,0,0,1,0,0,0,0,0,0,1
6035,1,2,11853,3,24,80,565,55,15,1,0,0,0,0,0,0,0,0,1,0
6036,4,1,10262,6,12,1140,780,0,6,0,1,0,0,0,0,0,0,1,0,0
6037,8,0,3859,3,24,725,570,35,2,0,0,0,0,1,0,0,1,0,0,0
6038,1,2,12744,6,9,325,420,25,22,1,0,0,0,0,0,0,0,0,1,0
6039,6,2,18485,6,1,90,1070,40,7,0,1,0,0,0,0,0,0,1,0,0
6040,1,2,13227,5,6,535,590,5,23,1,0,0,0,0,0,0,0,0,1,0
6041,3,0,3597,6,21,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
6042,3,0,4804,5,12,1065,915,30,2,1,0,0,0,0,0,0,0,0,1,0
6043,3,0,4423,6,15,530,365,45,2,0,0,1,0,0,0,1,0,0,0,0
6044,4,1,10262,6,9,755,900,35,21,0,1,0,0,0,0,0,0,1,0,0
6045,8,0,3543,5,6,720,585,15,2,0,0,0,0,1,0,0,1,0,0,0
6046,3,0,4174,4,12,5,1285,40,2,1,0,0,0,0,0,0,0,0,1,0
6047,8,1,7084,3,9,1370,995,15,6,0,1,0,0,0,0,0,0,1,0,0
6048,1,2,14960,5,15,535,590,5,23,1,0,0,0,0,0,0,0,0,1,0
6049,4,1,13339,3,24,980,390,50,9,1,0,0,0,0,0,0,0,0,1,0
6050,4,0,7229,4,12,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
6051,3,1,6818,5,18,970,305,5,11,0,1,0,0,0,0,0,0,1,0,0
6052,4,2,13376,6,6,265,405,40,21,0,1,0,0,0,0,0,0,1,0,0
6053,3,1,6316,6,9,90,900,30,10,0,1,0,0,0,0,0,0,1,0,0
6054,1,0,5201,6,18,1270,1085,5,3,0,1,0,0,0,0,0,0,1,0,0
6055,3,1,10958,5,18,275,1410,5,5,0,1,0,0,0,0,0,0,1,0,0
6056,3,0,3858,6,21,840,695,25,2,0,0,0,0,1,0,0,1,0,0,0
6057,4,1,10262,6,9,1140,780,0,6,0,1,0,0,0,0,0,0,1,0,0
6058,1,1,8996,5,24,795,550,5,4,1,0,0,0,0,0,0,0,0,1,0
6059,4,2,8098,3,27,1185,310,35,38,0,1,0,0,0,0,0,0,1,0,0
6060,8,0,3543,5,1,635,500,15,2,0,0,0,0,1,0,0,1,0,0,0
6061,6,1,10529,5,24,1140,450,30,11,0,1,0,0,0,0,0,0,1,0,0
6062,4,1,7438,3,21,1130,135,35,16,0,1,0,0,0,0,0,0,1,0,0
6063,4,1,12373,5,9,265,840,25,14,0,1,0,0,0,0,0,0,1,0,0
6064,3,0,4823,5,27,605,430,55,2,0,0,1,0,0,0,1,0,0,0,0
6065,4,0,5769,6,21,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
6066,6,1,9042,3,21,800,420,20,6,0,1,0,0,0,0,0,0,1,0,0
6067,1,1,4697,4,6,565,1040,5,16,0,1,0,0,0,0,0,0,1,0,0
6068,4,1,10844,5,9,1190,845,45,5,1,0,0,0,0,0,0,0,0,1,0
6069,0,0,8420,6,9,465,295,50,2,0,0,1,0,0,0,1,0,0,0,0
6070,6,1,7563,3,6,970,430,0,9,0,1,0,0,0,0,0,0,1,0,0
6071,1,1,7480,5,15,565,1240,45,12,0,1,0,0,0,0,0,0,1,0,0
6072,4,0,4030,5,6,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
6073,6,1,6513,6,12,1350,430,20,15,0,1,0,0,0,0,0,0,1,0,0
6074,4,1,8355,6,9,1055,620,15,7,1,0,0,0,0,0,0,0,0,1,0
6075,6,2,16655,5,21,90,905,25,10,0,1,0,0,0,0,0,0,1,0,0
6076,4,1,10844,5,18,1095,345,30,12,1,0,0,0,0,0,0,0,0,1,0
6077,8,0,3873,6,21,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
6078,3,0,5224,6,9,1065,915,30,2,1,0,0,0,0,0,0,0,0,1,0
6079,4,1,10844,5,15,720,990,30,19,1,0,0,0,0,0,0,0,0,1,0
6080,3,0,4778,3,3,500,330,50,2,1,0,0,0,0,0,0,0,0,1,0
6081,4,1,16289,3,9,1130,1250,0,22,0,1,0,0,0,0,0,0,1,0,0
6082,1,0,5674,3,18,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
6083,1,2,12854,3,12,715,360,55,29,0,0,0,1,0,0,0,0,0,0,1
6084,1,1,8425,3,9,665,1320,5,13,0,0,0,0,0,1,1,0,0,0,0
6085,4,2,9328,3,21,1130,330,20,37,0,1,0,0,0,0,0,0,1,0,0
6086,6,1,17057,3,3,930,135,15,13,0,1,0,0,0,0,0,0,1,0,0
6087,4,0,7229,5,3,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
6088,3,1,14871,3,3,1260,690,30,9,0,1,0,0,0,0,0,0,1,0,0
6089,4,2,14300,6,27,1140,735,45,30,0,1,0,0,0,0,0,0,1,0,0
6090,4,1,8529,6,12,560,1270,10,12,1,0,0,0,0,0,0,0,0,1,0
6091,6,1,10877,6,9,1140,295,5,14,0,1,0,0,0,0,0,0,1,0,0
6092,3,1,5386,5,21,1335,1055,40,4,1,0,0,0,0,0,0,0,0,1,0
6093,6,1,11622,3,27,1130,645,5,8,0,1,0,0,0,0,0,0,1,0,0
6094,6,1,10197,5,27,1140,230,10,15,0,1,0,0,0,0,0,0,1,0,0
6095,0,1,8028,5,21,1350,1005,45,5,0,1,0,0,0,0,0,0,1,0,0
6096,3,0,2754,6,1,810,720,30,1,0,0,0,1,0,0,0,0,0,0,1
6097,1,1,6781,3,3,1285,495,10,13,0,0,0,0,0,1,1,0,0,0,0
6098,8,0,3841,5,21,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
6099,6,1,8266,6,6,1155,620,55,8,0,1,0,0,0,0,0,0,1,0,0
6100,3,0,6144,3,24,605,430,55,2,0,0,0,0,0,1,1,0,0,0,0
6101,4,0,4544,4,24,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
6102,4,2,14441,6,3,755,330,5,7,0,1,0,0,0,0,0,0,1,0,0
6103,1,0,3100,6,12,1345,1265,20,1,0,0,0,1,0,0,0,0,0,0,1
6104,4,1,13067,5,18,865,1225,0,18,1,0,0,0,0,0,0,0,0,1,0
6105,4,1,8529,6,12,1415,1135,40,28,1,0,0,0,0,0,0,0,0,1,0
6106,3,1,6442,5,15,970,515,35,7,0,1,0,0,0,0,0,0,1,0,0
6107,6,1,6480,6,27,1260,620,40,10,0,1,0,0,0,0,0,0,1,0,0
6108,1,1,11003,3,3,680,630,50,24,0,0,0,0,0,1,1,0,0,0,0
6109,10,0,4668,6,12,1430,1260,50,2,0,0,1,0,0,0,1,0,0,0,0
6110,4,1,13941,5,9,280,390,10,22,1,0,0,0,0,0,0,0,0,1,0
6111,10,1,8820,5,12,1130,430,40,11,1,0,0,0,0,0,0,0,0,1,0
6112,1,1,9064,3,9,1380,1065,15,5,0,1,0,0,0,0,0,0,1,0,0
6113,4,1,10844,6,6,1190,505,25,11,1,0,0,0,0,0,0,0,0,1,0
6114,4,2,15129,5,18,1140,330,30,13,0,1,0,0,0,0,0,0,1,0,0
6115,6,1,6513,5,9,970,430,0,9,0,1,0,0,0,0,0,0,1,0,0
6116,4,1,14676,6,9,1415,1020,35,6,1,0,0,0,0,0,0,0,0,1,0
6117,3,0,4823,5,18,605,430,55,2,0,0,1,0,0,0,1,0,0,0,0
6118,3,0,4174,4,12,1065,915,30,2,1,0,0,0,0,0,0,0,0,1,0
6119,4,2,19172,3,9,265,955,30,12,0,1,0,0,0,0,0,0,1,0,0
6120,8,0,4423,4,12,515,355,40,2,0,0,1,0,0,0,1,0,0,0,0
6121,8,0,3873,6,12,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
6122,3,1,7189,6,3,215,1310,45,5,0,1,0,0,0,0,0,0,1,0,0
6123,4,1,13731,6,6,280,390,10,22,1,0,0,0,0,0,0,0,0,1,0
6124,4,1,14151,5,12,655,575,20,25,1,0,0,0,0,0,0,0,0,1,0
6125,1,0,4667,5,21,835,700,15,2,0,0,0,0,1,0,0,1,0,0,0
6126,4,2,8834,3,21,265,1150,15,33,0,1,0,0,0,0,0,0,1,0,0
6127,4,1,11467,5,1,1150,1225,45,22,1,0,0,0,0,0,0,0,0,1,0
6128,10,1,12395,3,6,1005,525,0,8,0,0,0,1,0,0,0,0,0,0,1
6129,6,1,7858,5,21,55,1035,40,7,0,1,0,0,0,0,0,0,1,0,0
6130,3,0,4804,5,24,1375,1220,35,2,1,0,0,0,0,0,0,0,0,1,0
6131,4,1,13469,6,9,585,1225,20,13,1,0,0,0,0,0,0,0,0,1,0
6132,3,0,7673,3,6,1055,870,5,3,0,1,0,0,0,0,0,0,1,0,0
6133,4,1,14151,6,9,1080,1020,0,25,1,0,0,0,0,0,0,0,0,1,0
6134,4,1,10262,6,24,755,900,35,21,0,1,0,0,0,0,0,0,1,0,0
6135,4,2,13014,6,24,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
6136,4,1,12373,5,9,1140,780,0,6,0,1,0,0,0,0,0,0,1,0,0
6137,4,1,11399,5,18,1140,600,0,9,0,1,0,0,0,0,0,0,1,0,0
6138,8,0,3971,5,6,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
6139,6,1,6007,6,27,1260,360,0,15,0,1,0,0,0,0,0,0,1,0,0
6140,1,1,6383,3,15,1375,630,25,12,0,0,0,0,0,1,1,0,0,0,0
6141,3,0,5740,5,12,680,510,50,2,0,0,1,0,0,0,1,0,0,0,0
6142,8,0,1965,6,15,885,795,30,1,0,0,0,1,0,0,0,0,0,0,1
6143,6,2,5935,3,21,1280,430,10,14,0,1,0,0,0,0,0,0,1,0,0
6144,3,0,4174,4,6,740,575,45,2,1,0,0,0,0,0,0,0,0,1,0
6145,3,1,7738,3,21,800,285,35,8,0,1,0,0,0,0,0,0,1,0,0
